"OrderRef","OrderDate","OfferType","BookingType","SupplierId","SupplierName","OfferId","Description","EventDate","UnitsSold","TOV","Margin","Commision",
"856525263","2016-09-22 10:47:35","Spa Break","Dated Spa Break","2196","Hotel Collection Harrogate Majestic Hotel","1146300","Two Night Pamper & Indulgence Break","2016-11-21 00:00:00","1","358","71.6","20",
"856526878","2016-09-22 10:59:02","Treatment","Appointment","3920","Body Essential","518869","Off Peak Ladies' Haircut and Blow Dry & Conditioning Treatment","2016-09-22 00:00:00","1","35","7","20",
"856527456","2016-09-22 11:04:35","Spa Day","Dated Spa Day","987","Sofitel So SPA","440953","So Magnifique Pamper Package for Two","2016-12-19 00:00:00","1","190","38","20",
"856528544","2016-09-22 11:12:08","Service Package","Appointment Package","46348","Elite Hair & Beauty London","1363884","Special Offer - Full Leg, Bikini Line and Underarms Wax","","1","-9","-1.8","20",
"856528544","2016-09-22 11:12:08","Treatment","Appointment","46348","Elite Hair & Beauty London","1363746","Leg Waxing","2016-09-23 00:00:00","1","19","3.8","20",
"856528544","2016-09-22 11:12:08","Treatment","Appointment","46348","Elite Hair & Beauty London","1363739","Bikini Line Waxing","2016-09-23 00:00:00","1","8","1.6","20",
"856528544","2016-09-22 11:12:08","Treatment","Appointment","46348","Elite Hair & Beauty London","1363792","Waxing","2016-09-23 00:00:00","1","7","1.4","20",
"856528884","2016-09-22 11:13:35","Spa Day","Dated Spa Day","3333","Indulgence Spa at Mercure Brands Hatch","422189","Pamper Me Spa Day","2016-10-13 00:00:00","1","39","7.8","20",
"856529581","2016-09-22 11:18:40","Spa Day","Dated Spa Day","2242","Q Hotels - Ashford International Hotel","541838","Your 2 from £109 Experience","2016-09-29 00:00:00","1","109","21.8","20",
"856529955","2016-09-22 11:21:35","Spa Break","Dated Spa Break","2453","Mercure Brandon Hall Hotel and Spa","519553","One Night Sunday Spa Break","2016-09-25 00:00:00","1","104","20.8","20",
"856530499","2016-09-22 11:24:36","Spa Break","Dated Spa Break","4735","Hilton Puckrup Hall","447858","One Night Spa Break Incl. Choice of Treatment","2016-09-25 00:00:00","1","178","35.6","20",
"856530788","2016-09-22 11:26:35","Spa Break","Dated Spa Break","4735","Hilton Puckrup Hall","447858","One Night Spa Break Incl. Choice of Treatment","2016-09-26 00:00:00","1","178","35.6","20",
"856532658","2016-09-22 11:37:02","Spa Day","Dated Spa Day","8412","Cotswold Water Park Four Pillars","548546","Together We Spa","2016-09-24 00:00:00","1","184","36.8","20",
"856533015","2016-09-22 11:39:02","Spa Break","Dated Spa Break","4821","LivingWell Health Club at Hilton Bracknell","487834","One Night Pamper Spa Break","2016-09-23 00:00:00","1","130","26","20",
"856533661","2016-09-22 11:43:03","Spa Break","Dated Spa Break","4736","Hilton St Annes Manor","509399","One Night Bed & Breakfast Pamper Spa Break","2016-10-08 00:00:00","1","159","31.8","20",
"856534902","2016-09-22 11:52:02","Spa Day","Dated Spa Day","2392","The Spa at Crowne Plaza London Battersea","1120821","Rest and Refresh Half Spa Day","2016-09-23 00:00:00","1","99","19.8","20",
"856535684","2016-09-22 11:56:35","Spa Break","Dated Spa Break","2528","Ramada Jarvis Watford","337112","One Night Leisure Break","2016-10-15 00:00:00","1","99","19.8","20",
"856537673","2016-09-22 12:10:02","Spa Break","Dated Spa Break","2806","Vital Spa at Macdonald Craxton Wood Hotel","720344","One Night Rejuvenate Spa Break","2016-10-21 00:00:00","2","396","79.2","20",
"856537996","2016-09-22 12:11:36","Spa Break","Dated Spa Break","4736","Hilton St Annes Manor","436864","Spoil Yourself One Night Pamper Spa Break","2016-10-23 00:00:00","1","149","29.8","20",
"856538625","2016-09-22 12:15:35","Spa Break","Dated Spa Break","3269","Owston Hall Hotel and Spa","418226","One Night Spa Break","2016-09-25 00:00:00","1","170","34","20",
"856541753","2016-09-22 12:34:40","Spa Day","Dated Spa Day","987","Sofitel So SPA","440953","So Magnifique Pamper Package for Two","2016-10-10 00:00:00","1","190","38","20",
"856547108","2016-09-22 13:11:35","Treatment","Appointment","20739","Sebastien Hair Salon","777601","Haircut and Blow Dry","2016-09-23 00:00:00","1","42","8.4","20",
"856550287","2016-09-22 13:32:35","Spa Break","Dated Spa Break","1898","Alexander Hotels - Rowhill Grange Hotel & Utopia Spa","333012","One Night Dinner, Bed and Breakfast Break","2016-09-23 00:00:00","1","260","52","20",
"856551460","2016-09-22 13:42:02","Spa Break","Dated Spa Break","4737","Hilton Cobham Hotel","484823","Two Night Pamper Spa Break","2016-10-16 00:00:00","1","218","43.6","20",
"856552378","2016-09-22 13:49:35","Spa Break","Dated Spa Break","2302","Ashdown Park Hotel and Country Club","274539","One Night Ultimate Relax Spa Break","2016-10-16 00:00:00","1","290","58","20",
"856554010","2016-09-22 13:59:35","Spa Break","Dated Spa Break","4737","Hilton Cobham Hotel","484823","Two Night Pamper Spa Break","2016-10-14 00:00:00","1","238","47.6","20",
"856558923","2016-09-22 14:33:02","Treatment","Appointment","33558","Linh Beautys","1056267","Nail Extension and Overlays","2016-09-23 00:00:00","1","30","6","20",
"856559144","2016-09-22 14:33:35","Spa Break","Dated Spa Break","2506","Ramada Jarvis Bolton","336901","One Night Leisure Break","2016-09-27 00:00:00","1","99","14.85","15",
"856561218","2016-09-22 14:48:35","Treatment","Service","32918","Body Heaven Beauty Therapy","1042067","Marvel HD Brows","","1","18","3.6","20",
"856562017","2016-09-22 14:55:02","Spa Day","Service","3402","Ellenborough Park Hotel and Spa","575930","Pamper Package","","2","170","34","20",
"856563105","2016-09-22 15:02:35","Spa Day","Dated Spa Day","1961","Blue Harbour Spa","599378","Deluxe Ladies Spa Day","2016-09-24 00:00:00","1","95","19","20",
"856563190","2016-09-22 15:04:35","Spa Break","Dated Spa Break","4606","Hilton Avisford Park","479887","Two Night Spa Break","2016-10-25 00:00:00","1","310","62","20",
"856563258","2016-09-22 15:05:35","Spa Day","Dated Spa Day","1961","Blue Harbour Spa","599378","Deluxe Ladies Spa Day","2016-09-24 00:00:00","1","95","19","20",
"856563836","2016-09-22 15:11:03","Spa Day","Service","398","Marriott Breadsall Priory Hotel & Country Club","639298","Luxury Leisure Day for Two with Afternoon Tea","","1","49","9.8","20",
"856566369","2016-09-22 15:29:02","Spa Break","Dated Spa Break","2196","Hotel Collection Harrogate Majestic Hotel","1146270","One Night Sunday Pamper Break","2016-09-25 00:00:00","1","178","35.6","20",
"856567372","2016-09-22 15:38:02","Spa Day","Dated Spa Day","91","KI SPA LTD","550176","Jade Hot Stone Indulgence for two","2016-10-02 00:00:00","1","120","24","20",
"856567916","2016-09-22 15:40:39","Spa Break","Dated Spa Break","3943","Parsonage House Hotel & Spa","1242052","One Night Sunday Sanctuary Spa Break","2016-11-06 00:00:00","2","396","79.2","20",
"856574240","2016-09-22 16:39:02","Spa Day","Service","711","K Spa at K West Hotel","1355284","Glam Rock Afternoon Tea and Prosecco Spa Day for Two","","1","119","23.8","20",
"856574546","2016-09-22 16:41:36","Spa Day","Service","2242","Q Hotels - Ashford International Hotel","541838","Your 2 from £109 Experience","","1","109","21.8","20",
"856574733","2016-09-22 16:43:02","Spa Day","Dated Spa Day","983","The Beauty Lounge at The Radisson Blu Manchester Hotel","359894","2 for 1 Pamper Day Getaway Incl. Bubbly, Hot Stone Back, Neck & Shoulder Massage and Luxury Facial","2016-09-26 00:00:00","1","105","21","20",
"856576960","2016-09-22 17:12:35","Package","Appointment","36803","Little Nail House","1131203","Manicure & Pedicure","2016-09-23 00:00:00","1","38","7.6","20",
"856577793","2016-09-22 17:21:43","Spa Day","Dated Spa Day","3642","The Macdonald Old England Hotel & Spa","1181257","Midweek Recharge Spa Day","2016-11-02 00:00:00","4","120","24","20",
"856580530","2016-09-22 18:00:01","Spa Break","Dated Spa Break","4606","Hilton Avisford Park","479884","One Night Spa Break","2016-11-12 00:00:00","1","175","35","20",
"856581023","2016-09-22 18:06:01","Spa Day","Service","2242","Q Hotels - Ashford International Hotel","541838","Your 2 from £109 Experience","","1","109","21.8","20",
"856585783","2016-09-22 19:04:35","Spa Day","Dated Spa Day","3641","Harmony and Serenity Spa at The Macdonald Manchester Hotel","1131830","Escape Select Spa Day","2016-10-06 00:00:00","2","130","26","20",
"856586378","2016-09-22 19:11:11","Spa Break","Dated Spa Break","2866","Rookery Retreat & Spa","983760","One Night Luxury Spa Break","2016-10-06 00:00:00","1","300","60","20",
"856586769","2016-09-22 19:15:02","Spa Day","Dated Spa Day","7332","Adeela Crown Ltd","660390","CROWN SPATEA FOR 2 - Afternoon Tea & 1hr Facial or Massage","2016-09-24 00:00:00","1","188","37.6","20",
"856587177","2016-09-22 19:18:35","Spa Break","Dated Spa Break","2256","Q Hotels - The Westerwood","671681","One Night Q Hotels Spa Break","2016-10-01 00:00:00","2","516","103.2","20",
"856587483","2016-09-22 19:22:01","Spa Break","Dated Spa Break","753","Mercure Norton Grange Hotel and Spa","499659","Two Night Wellness Spa Break","2016-11-28 00:00:00","1","350","70","20",
"856588826","2016-09-22 19:34:35","Spa Break","Dated Spa Break","2301","Luton Hoo Hotel, Golf and Spa","496421","Overnight Break - Bed and breakfast","2016-09-26 00:00:00","1","260","52","20",
"856590203","2016-09-22 19:50:02","Spa Break","Dated Spa Break","2456","Mercure Cardiff Holland House Hotel and Spa","433278","One Night Reviver Spa Break","2016-10-02 00:00:00","1","149","29.8","20",
"856590968","2016-09-22 19:58:35","Spa Day","Dated Spa Day","2458","Mercure Sheffield St Paul's Hotel and Spa","647453","Time for Me Spa Day","2016-09-25 00:00:00","1","49","9.8","20",
"856591665","2016-09-22 20:05:02","Spa Break","Dated Spa Break","2456","Mercure Cardiff Holland House Hotel and Spa","633991","One Night Sunday Spa Break","2016-11-20 00:00:00","1","99","19.8","20",
"856591937","2016-09-22 20:08:06","Spa Day","Dated Spa Day","2458","Mercure Sheffield St Paul's Hotel and Spa","647453","Time for Me Spa Day","2016-09-25 00:00:00","1","49","9.8","20",
"856592549","2016-09-22 20:14:35","Spa Break","Dated Spa Break","8967","Aviator Hotel","562819","Relax and Revive","2016-09-24 00:00:00","1","275","55","20",
"856592668","2016-09-22 20:16:35","Spa Day","Dated Spa Day","4739","The Woodland Spa","496459","Elegance Spa Day","2016-12-12 00:00:00","2","162","32.4","20",
"856593739","2016-09-22 20:28:01","Spa Day","Dated Spa Day","11914","Bluewater Spa at Best Western Plus The Connaught Hotel","600707","Revive Spa Day","2016-10-03 00:00:00","2","110","22","20",
"856593875","2016-09-22 20:29:39","Spa Break","Dated Spa Break","2504","Mercure Ayr Hotel","336880","One Night Leisure Break","2016-09-24 00:00:00","1","99","19.8","20",
"856595728","2016-09-22 20:49:02","Spa Break","Dated Spa Break","2456","Mercure Cardiff Holland House Hotel and Spa","633986","Two Night Wellness Spa Break","2016-09-26 00:00:00","1","298","59.6","20",
"856595796","2016-09-22 20:50:05","Spa Day","Dated Spa Day","7332","Adeela Crown Ltd","671861","SPARKLNG SPATEA FOR 2 (in Double Room) - Sparkling Afternoon Tea & 1hr Facial or Massage ","2016-09-24 00:00:00","1","218","43.6","20",
"856596969","2016-09-22 21:04:40","Spa Day","Dated Spa Day","747","Lifehouse Spa and Hotel","1175504","Refresh Spa Day","2016-10-10 00:00:00","2","178","35.6","20",
"856600964","2016-09-22 21:46:02","Spa Day","Service","14409","The Spa at Royale Retreat Spa and Health Club","1356724","Spa access  for 2 guests","","1","25","5","20",
"856602205","2016-09-22 21:55:35","Spa Break","Dated Spa Break","3641","Harmony and Serenity Spa at The Macdonald Manchester Hotel","723522","One Night Rejuvenate Spa Break","2016-09-27 00:00:00","1","238","47.6","20",
"856604415","2016-09-22 22:21:02","Spa Day","Dated Spa Day","22902","Eforea Spa at Doubletree by Hilton Hotel & Spa Liverpool","829525","Eforea Escape Spa Day","2016-09-25 00:00:00","2","220","44","20",
"856604653","2016-09-22 22:24:35","Spa Break","Dated Spa Break","4736","Hilton St Annes Manor","436864","Spoil Yourself One Night Pamper Spa Break","2016-10-01 00:00:00","1","184","36.8","20",
"856611351","2016-09-23 05:45:02","Spa Day","Dated Spa Day","21968","Suites Hotel Group","1238522","Me Time Half Spa Day","2016-10-29 00:00:00","2","152","30.4","20",
"856614768","2016-09-23 06:47:35","Spa Day","Service","232","The Langham London","521585","Pamper & Tea Half Spa Day","","1","125","25","20",
"856615125","2016-09-23 06:52:35","Spa Break","Dated Spa Break","2323","Macdonald Marine Hotel & Spa","723567","One Night Rejuvenate Spa Break","2016-09-24 00:00:00","1","298","59.6","20",
"856617556","2016-09-23 07:25:02","Spa Day","Dated Spa Day","2306","Macdonald Hill Valley Hotel, Golf & Spa","1176576","Strawberries and Cream Rasul Spa Day ","2016-10-14 00:00:00","2","50","10","20",
"856619103","2016-09-23 07:40:35","Spa Day","Dated Spa Day","1961","Blue Harbour Spa","599378","Deluxe Ladies Spa Day","2016-11-26 00:00:00","1","95","19","20",
"856622826","2016-09-23 08:18:45","Spa Break","Dated Spa Break","3620","Kallima Spa at London Hilton Syon Park","538645","One Night Spa Break","2016-10-23 00:00:00","1","199","39.8","20",
"856627144","2016-09-23 08:52:35","Spa Break","Dated Spa Break","2528","Ramada Jarvis Watford","374742","Two Night Leisure Break","2016-09-30 00:00:00","1","198","39.6","20",
"856627773","2016-09-23 08:58:08","Spa Day","Dated Spa Day","3509","Greenwoods Hotel Spa and Retreat","497036","Revitalising Spa Day For Two","2016-11-10 00:00:00","1","165","33","20",
"856628487","2016-09-23 09:04:35","Treatment","Appointment","44933","Massage Therapist London","1325304","Swedish Massage","2016-09-23 00:00:00","1","55","11","20",
"856628708","2016-09-23 09:06:35","Spa Break","Dated Spa Break","4735","Hilton Puckrup Hall","447858","One Night Spa Break Incl. Choice of Treatment","2016-09-28 00:00:00","1","178","35.6","20",
"856630493","2016-09-23 09:18:36","Spa Day","Dated Spa Day","384","Mollington Banastre Hotel and Spa","618166","2 for 1 Spa Sensation Day","2016-12-27 00:00:00","1","90","18","20",
"856631360","2016-09-23 09:24:02","Spa Day","Dated Spa Day","983","The Beauty Lounge at The Radisson Blu Manchester Hotel","359894","2 for 1 Pamper Day Getaway Incl. Bubbly, Hot Stone Back, Neck & Shoulder Massage and Luxury Facial","2016-11-19 00:00:00","1","105","21","20",
"856636358","2016-09-23 10:04:35","Spa Break","Dated Spa Break","2251","Q Hotels - Tankersley Manor","671640","One Night Q Hotels Spa Break","2016-10-15 00:00:00","1","238","47.6","20",
"856636375","2016-09-23 10:05:02","Spa Day","Dated Spa Day","5008","The Spa at Sofitel Heathrow","1335292","Pick Me Up Half Spa Day for Two","2016-09-30 00:00:00","1","90","18","20",
"856637259","2016-09-23 10:10:42","Spa Break","Dated Spa Break","2454","Mercure Blackburn Dunkenhalgh Hotel and Spa","436646","One Night Reviver Spa Break","2016-10-22 00:00:00","1","244","48.8","20",
"856639316","2016-09-23 10:27:02","Spa Break","Dated Spa Break","2454","Mercure Blackburn Dunkenhalgh Hotel and Spa","436646","One Night Reviver Spa Break","2016-10-22 00:00:00","1","244","48.8","20",
"856642359","2016-09-23 10:48:08","Spa Day","Dated Spa Day","3636","Vital Spa at Macdonald Frimley Hall Hotel and Spa","1134345","Escape Luxury Spa Day","2016-11-08 00:00:00","2","138","27.6","20",
"856643872","2016-09-23 11:02:35","Spa Break","Dated Spa Break","6505","The Spa at Hilton Strathclyde","561087","One Night Luxury Sunday Spa Break","2016-10-16 00:00:00","1","179","35.8","20",
"856645504","2016-09-23 11:13:35","Spa Break","Dated Spa Break","2459","Mercure Shrewsbury Albrighton Hall Hotel and Spa","563480","One Night Reviver Spa Break","2016-11-25 00:00:00","1","189","37.8","20",
"856645878","2016-09-23 11:17:35","Spa Break","Dated Spa Break","1797","The Mere Golf Resort & Spa","563220","One Night Break Spa Break","2016-11-18 00:00:00","1","120","24","20",
"856647612","2016-09-23 11:31:08","Spa Day","Service","5008","The Spa at Sofitel Heathrow","1360578","Spa Escape with Afternoon Tea","","2","138","27.6","20",
"856648071","2016-09-23 11:34:35","Spa Break","Dated Spa Break","4737","Hilton Cobham Hotel","484822","One Night Pamper Spa Break","2016-10-08 00:00:00","2","318","63.6","20",
"856649023","2016-09-23 11:42:40","Spa Day","Service","573","Barnsley House","578671","Spa Day including Lunch","","1","160","32","20",
"856649839","2016-09-23 11:51:08","Spa Day","Dated Spa Day","2456","Mercure Cardiff Holland House Hotel and Spa","597787","Time for Indulgence Spa Day","2016-10-10 00:00:00","2","118","23.6","20",
"856653579","2016-09-23 12:23:40","Spa Break","Dated Spa Break","4736","Hilton St Annes Manor","509399","One Night Bed & Breakfast Pamper Spa Break","2016-10-01 00:00:00","1","139","27.8","20",
"856653800","2016-09-23 12:25:35","Treatment","Appointment","30529","Tres Belle Beauty Treatments at Alexa Hair Salon","985854","Microdermabrasion","2016-09-23 00:00:00","1","32","6.4","20",
"856654208","2016-09-23 12:28:41","Spa Day","Dated Spa Day","384","Mollington Banastre Hotel and Spa","618166","2 for 1 Spa Sensation Day","2016-10-04 00:00:00","1","90","18","20",
"856654225","2016-09-23 12:28:41","Treatment","Appointment","7713","The Therapy Room at Bramleys Pharmaclinix","546811","Hollywood Hot Wax (Lycon wax)","2016-09-23 00:00:00","1","30","6","20",
"856656384","2016-09-23 12:49:08","Spa Day","Dated Spa Day","2717","Imagine Spa at Hilton London Heathrow Airport Terminal 5","428674","Fire & Ice Spa Day Experience for Two People","2016-11-14 00:00:00","1","35","7","20",
"856657115","2016-09-23 12:57:02","Package","Appointment","3385","London Therapy 4 U","502578","Choice of Luxurious Massage, Plus use of Facilities","2016-09-24 00:00:00","1","24","4.8","20",
"856658033","2016-09-23 13:03:35","Package","Appointment","3385","London Therapy 4 U","502578","Choice of Luxurious Massage, Plus use of Facilities","2016-09-24 00:00:00","1","24","4.8","20",
"856658220","2016-09-23 13:05:02","Package","Appointment","3385","London Therapy 4 U","502578","Choice of Luxurious Massage, Plus use of Facilities","2016-09-24 00:00:00","1","24","4.8","20",
"856660855","2016-09-23 13:26:36","Spa Day","Service","2523","Ramada Jarvis Maidstone","1096108","Exclusive Afternoon Tea with Leisure Day Pass","","1","25","3.75","15",
"856662079","2016-09-23 13:37:35","Spa Day","Service","2523","Ramada Jarvis Maidstone","1096108","Exclusive Afternoon Tea with Leisure Day Pass","","1","25","3.75","15",
"856663320","2016-09-23 13:49:11","Spa Break","Dated Spa Break","2454","Mercure Blackburn Dunkenhalgh Hotel and Spa","499579","Two Night Wellness Spa Break","2016-09-25 00:00:00","1","330","66","20",
"856663660","2016-09-23 13:51:35","Spa Day","Dated Spa Day","711","K Spa at K West Hotel","430814","Treat Yourself Spa Day Getaway","2016-10-14 00:00:00","2","180","36","20",
"856664408","2016-09-23 14:00:02","Spa Break","Dated Spa Break","2323","Macdonald Marine Hotel & Spa","723567","One Night Rejuvenate Spa Break","2016-09-26 00:00:00","1","238","47.6","20",
"856665666","2016-09-23 14:11:35","Spa Day","Dated Spa Day","3640","The Spa at Macdonald Randolph Hotel","1151671","City Stop For Two with Luxury Afternoon Tea","2016-09-25 00:00:00","1","82","16.4","20",
"856666618","2016-09-23 14:21:35","Spa Day","Service","576","Spa by Kasia at Grosvenor Pulford Hotel","1184963","The Classic Spa Day Escape","","2","290","58","20",
"856666856","2016-09-23 14:23:35","Spa Break","Dated Spa Break","1910","Alexander Hotels -  Alexander House Hotel & Utopia Spa","658152","One Night Dinner, Bed and Breakfast Break Incl. Added Spa","2016-09-27 00:00:00","1","510","102","20",
"856667026","2016-09-23 14:25:02","Spa Day","Service","2523","Ramada Jarvis Maidstone","1096108","Exclusive Afternoon Tea with Leisure Day Pass","","1","25","3.75","15",
"856667077","2016-09-23 14:26:02","Spa Day","Service","2301","Luton Hoo Hotel, Golf and Spa","576566","Pamper Evening","","1","60","12","20",
"856667553","2016-09-23 14:30:35","Spa Day","Service","2301","Luton Hoo Hotel, Golf and Spa","576566","Pamper Evening","","1","60","12","20",
"856668488","2016-09-23 14:37:35","Spa Day","Dated Spa Day","3429","Best Western Quy Mill Hotel & Spa","1284514","Twilight Pamper and Prosecco","2016-09-28 00:00:00","1","18","3.6","20",
"856668760","2016-09-23 14:40:02","Spa Day","Dated Spa Day","3429","Best Western Quy Mill Hotel & Spa","1284514","Twilight Pamper and Prosecco","2016-09-28 00:00:00","1","18","3.6","20",
"856670800","2016-09-23 14:58:35","Spa Day","Dated Spa Day","5008","The Spa at Sofitel Heathrow","1360578","Spa Escape with Afternoon Tea","2016-09-30 00:00:00","2","138","27.6","20",
"856673622","2016-09-23 15:29:02","Spa Break","Dated Spa Break","1893","Esprit Fitness & Spa at Holiday Inn Reading","623479","One Night Romantic Escape Spa Break","2016-10-08 00:00:00","1","155.9","31.18","20",
"856673979","2016-09-23 15:34:02","Spa Break","Dated Spa Break","3664","Spread Eagle Hotel","1189422","One Night Midweek Getaway","2016-10-10 00:00:00","1","199","39.8","20",
"856674081","2016-09-23 15:34:36","Treatment","Appointment","3809","Thai London Therapy","467001","Tailor-Made Couples Massage","2016-09-24 00:00:00","1","99","19.8","20",
"856675645","2016-09-23 15:55:35","Spa Day","Dated Spa Day","9547","The Glassworks Health Club at The Varsity","567547","Relaxing Half Day, with One 25 minute Treatment","2016-09-25 00:00:00","2","118","23.6","20",
"856675713","2016-09-23 15:56:02","Spa Break","Dated Spa Break","4737","Hilton Cobham Hotel","484822","One Night Pamper Spa Break","2016-09-29 00:00:00","1","129","25.8","20",
"856676444","2016-09-23 16:03:35","Spa Break","Dated Spa Break","2523","Ramada Jarvis Maidstone","337071","One Night Leisure Break Incl. Dinner and Breakfast","2016-09-27 00:00:00","1","99","19.8","20",
"856678620","2016-09-23 16:29:02","Spa Day","Dated Spa Day","2333","St Pancras Spa at St. Pancras Renaissance","1352839","Strength Within ","2016-09-28 00:00:00","1","125","25","20",
"856678739","2016-09-23 16:30:02","Spa Day","Dated Spa Day","5008","The Spa at Sofitel Heathrow","1335292","Pick Me Up Half Spa Day for Two","2016-10-15 00:00:00","1","90","18","20",
"856679317","2016-09-23 16:36:35","Treatment","Service","41701","Freya Beauty Romford","1250146","Densifying Anti-Wrinkle Treatment","","1","25","5","20",
"856680388","2016-09-23 16:52:02","Spa Day","Service","232","The Langham London","521585","Pamper & Tea Half Spa Day","","2","250","50","20",
"856680592","2016-09-23 16:56:35","Spa Break","Dated Spa Break","4821","LivingWell Health Club at Hilton Bracknell","487829","Two Night Pamper Spa Break","2016-10-21 00:00:00","1","218","43.6","20",
"856681510","2016-09-23 17:13:02","Spa Day","Service","4362","Q Hotels Belton Woods","952020","Your 2 from £109 Experience","","1","119","23.8","20",
"856681714","2016-09-23 17:15:02","Spa Day","Service","4362","Q Hotels Belton Woods","952020","Your 2 from £109 Experience","","1","119","23.8","20",
"856683669","2016-09-23 17:36:02","Spa Break","Dated Spa Break","2257","Q Hotels  - Stratford Manor Hotel","671729","One Night Q Hotels Spa Break","2016-10-01 00:00:00","2","476","95.2","20",
"856684893","2016-09-23 17:53:35","Spa Break","Dated Spa Break","3509","Greenwoods Hotel Spa and Retreat","430376","Special Offer Overnight Spa Break Getaway","2016-12-29 00:00:00","1","159","31.8","20",
"856685386","2016-09-23 18:00:11","Spa Day","Service","3905","The Garage Spa","449807","Afternoon Tea and Pamper Spa Day","","2","90","18","20",
"856686763","2016-09-23 18:23:02","Spa Break","Dated Spa Break","2528","Ramada Jarvis Watford","337112","One Night Leisure Break","2016-11-19 00:00:00","1","99","19.8","20",
"856688463","2016-09-23 18:47:02","Spa Day","Service","717","Wildmoor Spa & Health Club","413915","Spa Day Pass Inc. Lunch","","1","69","13.8","20",
"856688531","2016-09-23 18:47:35","Spa Day","Dated Spa Day","11051","Wyboston Lakes Limited","846440","Sundowner Spa Day for Two","2016-10-06 00:00:00","1","60","12","20",
"856688990","2016-09-23 18:55:02","Spa Day","Service","717","Wildmoor Spa & Health Club","413915","Spa Day Pass Inc. Lunch","","1","69","13.8","20",
"856690197","2016-09-23 19:15:36","Spa Break","Dated Spa Break","4737","Hilton Cobham Hotel","484822","One Night Pamper Spa Break","2016-10-08 00:00:00","1","159","31.8","20",
"856691557","2016-09-23 19:40:35","Spa Break","Dated Spa Break","2245","Q Hotels - Chesford Grange","671312","One Night Q Hotels Spa Break","2016-10-08 00:00:00","1","238","47.6","20",
"856693699","2016-09-23 20:16:35","Spa Break","Dated Spa Break","2219","Hotel Collection Shrigley Hall Hotel","1145776","One Night Mini Pamper Break with Dinner","2016-09-28 00:00:00","1","198","39.6","20",
"856694192","2016-09-23 20:26:11","Spa Break","Dated Spa Break","3509","Greenwoods Hotel Spa and Retreat","635277","Sunday Night Special","2016-09-25 00:00:00","1","129","25.8","20",
"856694770","2016-09-23 20:33:02","Spa Break","Dated Spa Break","2305","The Grand Hotel","426880","Special Offer - Bed and Breakfast with use of the Health Club facilities.","2016-09-25 00:00:00","1","150","30","20",
"856695909","2016-09-23 20:53:02","Spa Break","Dated Spa Break","3647","Vital Spa at Macdonald Alveston Manor Hotel","718560","One Night Rejuvenate Spa Break","2016-11-26 00:00:00","1","230","46","20",
"856696640","2016-09-23 21:08:02","Spa Break","Dated Spa Break","2392","The Spa at Crowne Plaza London Battersea","521071","One Night Retreat  Spa Break","2016-10-08 00:00:00","1","310","62","20",
"856697303","2016-09-23 21:21:02","Treatment","Appointment","11397","Opulence Spa at Soho Gyms Farringdon","601952","Advanced Deep Tissue Massage Plus Hot Stone","2016-09-24 00:00:00","1","45","9","20",
"856697405","2016-09-23 21:23:35","Spa Day","Dated Spa Day","4739","The Woodland Spa","492310","Thermal Experience and 2 Course Meal","2016-10-23 00:00:00","1","70","14","20",
"856697490","2016-09-23 21:25:07","Spa Day","Dated Spa Day","4739","The Woodland Spa","492310","Thermal Experience and 2 Course Meal","2016-10-23 00:00:00","1","70","14","20",
"856698425","2016-09-23 21:46:36","Treatment","Appointment","3809","Thai London Therapy","473992","Deep Tissue Massage","2016-09-24 00:00:00","1","29","5.8","20",
"856698493","2016-09-23 21:47:35","Treatment","Appointment","3809","Thai London Therapy","473992","Deep Tissue Massage","2016-09-24 00:00:00","1","29","5.8","20",
"856698629","2016-09-23 21:49:35","Spa Day","Dated Spa Day","2455","Mercure Bristol Holland House Hotel and Spa","555267","Time to Indulge","2016-09-28 00:00:00","2","158","31.6","20",
"856700363","2016-09-23 22:26:35","Spa Day","Dated Spa Day","4220","Holmer Park Spa and Health Club","911565","Afternoon Tea Spa Day for Two","2016-10-04 00:00:00","1","62","12.4","20",
"856701366","2016-09-23 23:08:35","Spa Day","Dated Spa Day","11914","Bluewater Spa at Best Western Plus The Connaught Hotel","600707","Revive Spa Day","2016-10-11 00:00:00","2","110","22","20",
"856702522","2016-09-24 00:04:01","Spa Break","Dated Spa Break","2525","Ramada Jarvis Parkway Leeds","337067","One Night Leisure Break","2016-09-26 00:00:00","1","99","19.8","20",
"856704375","2016-09-24 05:13:35","Spa Break","Dated Spa Break","4739","The Woodland Spa","566845","Heavenly Spa Escape","2016-10-12 00:00:00","1","276","55.2","20",
"856708149","2016-09-24 07:24:01","Spa Break","Dated Spa Break","6505","The Spa at Hilton Strathclyde","561042","One Night Spa Break","2016-10-22 00:00:00","1","179","35.8","20",
"856708982","2016-09-24 07:39:03","Spa Break","Dated Spa Break","2523","Ramada Jarvis Maidstone","337071","One Night Leisure Break Incl. Dinner and Breakfast","2016-10-01 00:00:00","1","99","19.8","20",
"856710308","2016-09-24 07:55:35","Spa Break","Dated Spa Break","858","Ardencote Manor Hotel, Country Club  & Spa","1134963","One Night Treat Me Spa Break","2016-10-15 00:00:00","2","556","111.2","20",
"856710580","2016-09-24 08:00:02","Spa Break","Dated Spa Break","3636","Vital Spa at Macdonald Frimley Hall Hotel and Spa","721210","One Night Indulge and Revitalise Spa Break","2016-10-02 00:00:00","1","258","51.6","20",
